"","Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"451","US National","2 wk ahead","Bin","percent","11.6","11.7",0
"452","US National","2 wk ahead","Bin","percent","11.7","11.8",0
"453","US National","2 wk ahead","Bin","percent","11.8","11.9",0
"454","US National","2 wk ahead","Bin","percent","11.9","12",0
"455","US National","2 wk ahead","Bin","percent","12","12.1",0
"456","US National","2 wk ahead","Bin","percent","12.1","12.2",0
"457","US National","2 wk ahead","Bin","percent","12.2","12.3",0
"458","US National","2 wk ahead","Bin","percent","12.3","12.4",0
"459","US National","2 wk ahead","Bin","percent","12.4","12.5",0
"460","US National","2 wk ahead","Bin","percent","12.5","12.6",0
"461","US National","2 wk ahead","Bin","percent","12.6","12.7",0
"462","US National","2 wk ahead","Bin","percent","12.7","12.8",0
"463","US National","2 wk ahead","Bin","percent","12.8","12.9",0
"464","US National","2 wk ahead","Bin","percent","12.9","13",0
"465","US National","2 wk ahead","Bin","percent","13","100",0
"466","US National","3 wk ahead","Point","percent",NA,NA,1.11965511531381
"467","US National","3 wk ahead","Bin","percent","0","0.1",4.55683756964611e-13
"468","US National","3 wk ahead","Bin","percent","0.1","0.2",2.89727784343916e-10
"469","US National","3 wk ahead","Bin","percent","0.2","0.3",5.04629082292081e-08
"470","US National","3 wk ahead","Bin","percent","0.3","0.4",3.08578283874614e-06
"471","US National","3 wk ahead","Bin","percent","0.4","0.5",7.99258670310255e-05
"472","US National","3 wk ahead","Bin","percent","0.5","0.6",0.00101327545461054
"473","US National","3 wk ahead","Bin","percent","0.6","0.7",0.00704293926959146
"474","US National","3 wk ahead","Bin","percent","0.7","0.8",0.0293861007918406
"475","US National","3 wk ahead","Bin","percent","0.8","0.9",0.0792304632088651
"476","US National","3 wk ahead","Bin","percent","0.9","1",0.146683750661472
"477","US National","3 wk ahead","Bin","percent","1","1.1",0.19615629598635
"478","US National","3 wk ahead","Bin","percent","1.1","1.2",0.19772103642053
"479","US National","3 wk ahead","Bin","percent","1.2","1.3",0.155743754520635
"480","US National","3 wk ahead","Bin","percent","1.3","1.4",0.0988645535859369
"481","US National","3 wk ahead","Bin","percent","1.4","1.5",0.0519274304620705
"482","US National","3 wk ahead","Bin","percent","1.5","1.6",0.0230856196853618
"483","US National","3 wk ahead","Bin","percent","1.6","1.7",0.00885936694654954
"484","US National","3 wk ahead","Bin","percent","1.7","1.8",0.00298527136405802
"485","US National","3 wk ahead","Bin","percent","1.8","1.9",0.000896470883006706
"486","US National","3 wk ahead","Bin","percent","1.9","2",0.000243053035055896
"487","US National","3 wk ahead","Bin","percent","2","2.1",6.01766020490446e-05
"488","US National","3 wk ahead","Bin","percent","2.1","2.2",1.37426920570061e-05
"489","US National","3 wk ahead","Bin","percent","2.2","2.3",2.9206422341721e-06
"490","US National","3 wk ahead","Bin","percent","2.3","2.4",5.82171136298548e-07
"491","US National","3 wk ahead","Bin","percent","2.4","2.5",1.09599687880824e-07
"492","US National","3 wk ahead","Bin","percent","2.5","2.6",1.96083869141717e-08
"493","US National","3 wk ahead","Bin","percent","2.6","2.7",3.35231831183336e-09
"494","US National","3 wk ahead","Bin","percent","2.7","2.8",5.50379186670114e-10
"495","US National","3 wk ahead","Bin","percent","2.8","2.9",8.71587246820127e-11
"496","US National","3 wk ahead","Bin","percent","2.9","3",1.33665301049746e-11
"497","US National","3 wk ahead","Bin","percent","3","3.1",1.99207317308492e-12
"498","US National","3 wk ahead","Bin","percent","3.1","3.2",2.89546164822241e-13
"499","US National","3 wk ahead","Bin","percent","3.2","3.3",4.10782519111308e-14
"500","US National","3 wk ahead","Bin","percent","3.3","3.4",5.77315972805081e-15
"501","US National","3 wk ahead","Bin","percent","3.4","3.5",7.7715611723761e-16
"502","US National","3 wk ahead","Bin","percent","3.5","3.6",1.11022302462516e-16
"503","US National","3 wk ahead","Bin","percent","3.6","3.7",0
"504","US National","3 wk ahead","Bin","percent","3.7","3.8",0
"505","US National","3 wk ahead","Bin","percent","3.8","3.9",0
"506","US National","3 wk ahead","Bin","percent","3.9","4",0
"507","US National","3 wk ahead","Bin","percent","4","4.1",0
"508","US National","3 wk ahead","Bin","percent","4.1","4.2",0
"509","US National","3 wk ahead","Bin","percent","4.2","4.3",0
"510","US National","3 wk ahead","Bin","percent","4.3","4.4",0
"511","US National","3 wk ahead","Bin","percent","4.4","4.5",0
"512","US National","3 wk ahead","Bin","percent","4.5","4.6",0
"513","US National","3 wk ahead","Bin","percent","4.6","4.7",0
"514","US National","3 wk ahead","Bin","percent","4.7","4.8",0
"515","US National","3 wk ahead","Bin","percent","4.8","4.9",0
"516","US National","3 wk ahead","Bin","percent","4.9","5",0
"517","US National","3 wk ahead","Bin","percent","5","5.1",0
"518","US National","3 wk ahead","Bin","percent","5.1","5.2",0
"519","US National","3 wk ahead","Bin","percent","5.2","5.3",0
"520","US National","3 wk ahead","Bin","percent","5.3","5.4",0
"521","US National","3 wk ahead","Bin","percent","5.4","5.5",0
"522","US National","3 wk ahead","Bin","percent","5.5","5.6",0
"523","US National","3 wk ahead","Bin","percent","5.6","5.7",0
"524","US National","3 wk ahead","Bin","percent","5.7","5.8",0
"525","US National","3 wk ahead","Bin","percent","5.8","5.9",0
"526","US National","3 wk ahead","Bin","percent","5.9","6",0
"527","US National","3 wk ahead","Bin","percent","6","6.1",0
"528","US National","3 wk ahead","Bin","percent","6.1","6.2",0
"529","US National","3 wk ahead","Bin","percent","6.2","6.3",0
"530","US National","3 wk ahead","Bin","percent","6.3","6.4",0
"531","US National","3 wk ahead","Bin","percent","6.4","6.5",0
"532","US National","3 wk ahead","Bin","percent","6.5","6.6",0
"533","US National","3 wk ahead","Bin","percent","6.6","6.7",0
"534","US National","3 wk ahead","Bin","percent","6.7","6.8",0
"535","US National","3 wk ahead","Bin","percent","6.8","6.9",0
"536","US National","3 wk ahead","Bin","percent","6.9","7",0
"537","US National","3 wk ahead","Bin","percent","7","7.1",0
"538","US National","3 wk ahead","Bin","percent","7.1","7.2",0
"539","US National","3 wk ahead","Bin","percent","7.2","7.3",0
"540","US National","3 wk ahead","Bin","percent","7.3","7.4",0
"541","US National","3 wk ahead","Bin","percent","7.4","7.5",0
"542","US National","3 wk ahead","Bin","percent","7.5","7.6",0
"543","US National","3 wk ahead","Bin","percent","7.6","7.7",0
"544","US National","3 wk ahead","Bin","percent","7.7","7.8",0
"545","US National","3 wk ahead","Bin","percent","7.8","7.9",0
"546","US National","3 wk ahead","Bin","percent","7.9","8",0
"547","US National","3 wk ahead","Bin","percent","8","8.1",0
"548","US National","3 wk ahead","Bin","percent","8.1","8.2",0
"549","US National","3 wk ahead","Bin","percent","8.2","8.3",0
"550","US National","3 wk ahead","Bin","percent","8.3","8.4",0
"551","US National","3 wk ahead","Bin","percent","8.4","8.5",0
"552","US National","3 wk ahead","Bin","percent","8.5","8.6",0
"553","US National","3 wk ahead","Bin","percent","8.6","8.7",0
"554","US National","3 wk ahead","Bin","percent","8.7","8.8",0
"555","US National","3 wk ahead","Bin","percent","8.8","8.9",0
"556","US National","3 wk ahead","Bin","percent","8.9","9",0
"557","US National","3 wk ahead","Bin","percent","9","9.1",0
"558","US National","3 wk ahead","Bin","percent","9.1","9.2",0
"559","US National","3 wk ahead","Bin","percent","9.2","9.3",0
"560","US National","3 wk ahead","Bin","percent","9.3","9.4",0
"561","US National","3 wk ahead","Bin","percent","9.4","9.5",0
"562","US National","3 wk ahead","Bin","percent","9.5","9.6",0
"563","US National","3 wk ahead","Bin","percent","9.6","9.7",0
"564","US National","3 wk ahead","Bin","percent","9.7","9.8",0
"565","US National","3 wk ahead","Bin","percent","9.8","9.9",0
"566","US National","3 wk ahead","Bin","percent","9.9","10",0
"567","US National","3 wk ahead","Bin","percent","10","10.1",0
"568","US National","3 wk ahead","Bin","percent","10.1","10.2",0
"569","US National","3 wk ahead","Bin","percent","10.2","10.3",0
"570","US National","3 wk ahead","Bin","percent","10.3","10.4",0
"571","US National","3 wk ahead","Bin","percent","10.4","10.5",0
"572","US National","3 wk ahead","Bin","percent","10.5","10.6",0
"573","US National","3 wk ahead","Bin","percent","10.6","10.7",0
"574","US National","3 wk ahead","Bin","percent","10.7","10.8",0
"575","US National","3 wk ahead","Bin","percent","10.8","10.9",0
"576","US National","3 wk ahead","Bin","percent","10.9","11",0
"577","US National","3 wk ahead","Bin","percent","11","11.1",0
"578","US National","3 wk ahead","Bin","percent","11.1","11.2",0
"579","US National","3 wk ahead","Bin","percent","11.2","11.3",0
"580","US National","3 wk ahead","Bin","percent","11.3","11.4",0
"581","US National","3 wk ahead","Bin","percent","11.4","11.5",0
"582","US National","3 wk ahead","Bin","percent","11.5","11.6",0
"583","US National","3 wk ahead","Bin","percent","11.6","11.7",0
"584","US National","3 wk ahead","Bin","percent","11.7","11.8",0
"585","US National","3 wk ahead","Bin","percent","11.8","11.9",0
"586","US National","3 wk ahead","Bin","percent","11.9","12",0
"587","US National","3 wk ahead","Bin","percent","12","12.1",0
"588","US National","3 wk ahead","Bin","percent","12.1","12.2",0
"589","US National","3 wk ahead","Bin","percent","12.2","12.3",0
"590","US National","3 wk ahead","Bin","percent","12.3","12.4",0
"591","US National","3 wk ahead","Bin","percent","12.4","12.5",0
"592","US National","3 wk ahead","Bin","percent","12.5","12.6",0
"593","US National","3 wk ahead","Bin","percent","12.6","12.7",0
"594","US National","3 wk ahead","Bin","percent","12.7","12.8",0
"595","US National","3 wk ahead","Bin","percent","12.8","12.9",0
"596","US National","3 wk ahead","Bin","percent","12.9","13",0
"597","US National","3 wk ahead","Bin","percent","13","100",0
"598","US National","4 wk ahead","Point","percent",NA,NA,1.17863338382979
"599","US National","4 wk ahead","Bin","percent","0","0.1",3.13787130964535e-12
"600","US National","4 wk ahead","Bin","percent","0.1","0.2",9.95526690497996e-10
"601","US National","4 wk ahead","Bin","percent","0.2","0.3",1.02468414968072e-07
"602","US National","4 wk ahead","Bin","percent","0.3","0.4",4.23705124262798e-06
"603","US National","4 wk ahead","Bin","percent","0.4","0.5",8.27572690934937e-05
"604","US National","4 wk ahead","Bin","percent","0.5","0.6",0.000865340472431602
"605","US National","4 wk ahead","Bin","percent","0.6","0.7",0.00534636244975564
"606","US National","4 wk ahead","Bin","percent","0.7","0.8",0.0211251624232449
"607","US National","4 wk ahead","Bin","percent","0.8","0.9",0.056940325717794
"608","US National","4 wk ahead","Bin","percent","0.9","1",0.110414237789643
"609","US National","4 wk ahead","Bin","percent","1","1.1",0.161018404352703
"610","US National","4 wk ahead","Bin","percent","1.1","1.2",0.183299002520873
"611","US National","4 wk ahead","Bin","percent","1.2","1.3",0.168105607181374
"612","US National","4 wk ahead","Bin","percent","1.3","1.4",0.127588613199985
"613","US National","4 wk ahead","Bin","percent","1.4","1.5",0.082005201467124
"614","US National","4 wk ahead","Bin","percent","1.5","1.6",0.0455268811684543
"615","US National","4 wk ahead","Bin","percent","1.6","1.7",0.022208628406485
"616","US National","4 wk ahead","Bin","percent","1.7","1.8",0.00966165445739578
"617","US National","4 wk ahead","Bin","percent","1.8","1.9",0.00379730604495588
"618","US National","4 wk ahead","Bin","percent","1.9","2",0.00136366305551261
"619","US National","4 wk ahead","Bin","percent","2","2.1",0.00045191520372423
"620","US National","4 wk ahead","Bin","percent","2.1","2.2",0.00013941846541421
"621","US National","4 wk ahead","Bin","percent","2.2","2.3",4.03504317683102e-05
"622","US National","4 wk ahead","Bin","percent","2.3","2.4",1.10308297788242e-05
"623","US National","4 wk ahead","Bin","percent","2.4","2.5",2.86573077634689e-06
"624","US National","4 wk ahead","Bin","percent","2.5","2.6",7.11337475256537e-07
"625","US National","4 wk ahead","Bin","percent","2.6","2.7",1.69520632198328e-07
"626","US National","4 wk ahead","Bin","percent","2.7","2.8",3.89536808365066e-08
"627","US National","4 wk ahead","Bin","percent","2.8","2.9",8.66426930201671e-09
"628","US National","4 wk ahead","Bin","percent","2.9","3",1.87189064249083e-09
"629","US National","4 wk ahead","Bin","percent","3","3.1",3.94049459728763e-10
"630","US National","4 wk ahead","Bin","percent","3.1","3.2",8.10523870242721e-11
"631","US National","4 wk ahead","Bin","percent","3.2","3.3",1.6331602736841e-11
"632","US National","4 wk ahead","Bin","percent","3.3","3.4",3.2310820685666e-12
"633","US National","4 wk ahead","Bin","percent","3.4","3.5",6.28941343450153e-13
"634","US National","4 wk ahead","Bin","percent","3.5","3.6",1.20681242776755e-13
"635","US National","4 wk ahead","Bin","percent","3.6","3.7",2.28705943072783e-14
"636","US National","4 wk ahead","Bin","percent","3.7","3.8",4.21884749357561e-15
"637","US National","4 wk ahead","Bin","percent","3.8","3.9",7.77156117237611e-16
"638","US National","4 wk ahead","Bin","percent","3.9","4",2.22044604925032e-16
"639","US National","4 wk ahead","Bin","percent","4","4.1",0
"640","US National","4 wk ahead","Bin","percent","4.1","4.2",0
"641","US National","4 wk ahead","Bin","percent","4.2","4.3",0
"642","US National","4 wk ahead","Bin","percent","4.3","4.4",0
"643","US National","4 wk ahead","Bin","percent","4.4","4.5",0
"644","US National","4 wk ahead","Bin","percent","4.5","4.6",0
"645","US National","4 wk ahead","Bin","percent","4.6","4.7",0
"646","US National","4 wk ahead","Bin","percent","4.7","4.8",0
"647","US National","4 wk ahead","Bin","percent","4.8","4.9",0
"648","US National","4 wk ahead","Bin","percent","4.9","5",0
"649","US National","4 wk ahead","Bin","percent","5","5.1",0
"650","US National","4 wk ahead","Bin","percent","5.1","5.2",0
"651","US National","4 wk ahead","Bin","percent","5.2","5.3",0
